transcript	WormBaseGeneID	GeneName	biotype	strain	expression
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	CX11276	-0.116415957272536
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	CX11285	1.09052651849082
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	CX11292	0.994690957055464
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	CX11307	1.34442225687135
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	CX11314	0.00735262739369794
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	CX11315	1.40291833440688
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	DL200	-0.0571258379624743
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	DL226	0.601183820636526
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	DL238	-0.19871889116224
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA189	1.55603262423671
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA348	1.26273089280036
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA349	1.24802303068845
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA363	-0.46236460987055
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA372	0.542129362255544
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA592	-0.147860035868414
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA594	-0.319072601298955
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA703	2.63800513051878
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA705	0.527360109780048
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA710	1.52777813925094
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA738	1.41844159073762
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA743	0.671804950128588
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA745	1.33314930340068
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA777	2.43526647898306
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA812	0.509361390885577
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ECA923	0.970663251862899
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3005	0.825628307678879
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3012	0.977825325466391
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3017	-0.145250016896991
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3040	-0.0290339542548121
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3048	0.369475923275764
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3049	-0.00620166871275767
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3052	0.769186108355752
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3073	0.207799759896575
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	ED3077	0.699011549756609
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	EG4347	0.768225107671685
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	EG4724	0.935695997210747
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	EG4946	1.2558550691079
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	GXW1	1.46950511351723
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JT11398	0.782079493606319
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1088	1.03225285215758
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1172	0.591121700988116
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1200	0.268354068740037
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1212	0.213848196735779
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1213	0.148990289521824
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1242	1.01862832223878
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1246	0.26279170710004
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1395	0.800970863376482
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1409	1.11277501679701
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1440	-0.103011711311403
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1491	1.19209524305107
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1530	2.22929749761049
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1543	0.549762536150344
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1568	-0.097831551479421
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1581	0.936080266654522
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1586	0.937325812261581
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1652	1.90688582570056
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1666	0.696929246412442
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1792	1.53174434679378
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1793	2.26881641685427
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1808	1.71767398584953
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1896	-0.533442146869049
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU1934	0.676272912956946
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2001	0.400100180333539
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2007	-0.368648175119392
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2016	0.734171048116997
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2017	0.788020778802211
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2106	-0.559712335896225
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2131	0.781009044539039
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2141	1.6511143457641
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2234	1.30657389956716
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2250	0.860906051718214
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2257	0.231021972883394
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2464	0.354749962400661
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2466	0.9069338152729
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2478	0.762338007714282
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2513	0.281594357136628
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2519	0.98810996362594
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2522	0.0915664431889201
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2526	1.66295478751505
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2534	0.232932089207179
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2565	1.03217838749283
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2566	0.746598411005169
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2570	2.58862701032325
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2572	1.18258651463245
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2575	1.7648145790521
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2576	1.54709152742823
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2578	0.859540504706507
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2581	0.789348055845129
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2586	1.02952458171726
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2592	1.1638177668324
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2600	1.25797852857709
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2610	1.37951264296075
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2619	1.17811135787624
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2811	0.77783115043108
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2838	1.25358933380836
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2841	0.629079516778657
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2853	1.19620160169035
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2862	0.957671894840187
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2866	1.65586609796775
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2879	1.32482234069021
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2906	0.725027771270176
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU2907	0.260699665037872
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU310	-0.102223278011793
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU311	1.06628789540826
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU3128	1.00799345634519
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU3132	1.7172548097219
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU3134	0.828579565509776
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU3140	1.45135323495812
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU3144	1.6475715771958
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU323	1.56426676396055
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU346	0.502908428957604
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU360	0.87540860629306
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU367	0.735950901823081
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU394	0.0788663401941448
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU397	1.28130301023789
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU406	2.24463875273416
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU440	0.428342487820887
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU642	-0.640187256630492
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU774	0.210387940155236
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU775	0.115911151319394
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU778	0.0660728995893974
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU782	1.3661479869142
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU792	1.00211934491718
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU830	0.224959859149455
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	JU847	0.642877202695682
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	KR314	0.778556589672513
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	LKC34	0.206575453178849
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY1	-0.053203079701923
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY10	-0.0301599884168941
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY16	0.271922697726282
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY18	-0.263948456096406
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY2147	-1
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY2212	1.10187961301862
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY23	0.275227663926848
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY2573	1.54524548123313
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY2585	-0.00413216346502108
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY2713	0.217607135711525
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY518	-0.266345216118142
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY772	0.373754137019074
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY795	0.837854659136317
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	MY920	0.85884233021187
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	N2	0.441115449558893
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC1	1.61201706503106
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC166	0.701896822374439
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC199	1.21973363563782
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC2	0.162498922891499
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC207	0.310683457769941
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC231	0.915648697352693
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC236	1.14833075521084
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC242	0.701559123934603
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC251	-0.548770826752681
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC252	0.232486030699864
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC255	0.432263698592046
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC256	0.415033278721597
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC258	1.3943623406714
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC259	-0.141878131887931
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC260	1.24287385128723
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC261	0.606874515153195
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC265	-0.39929118300467
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC266	0.638342202399038
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC267	1.13890458469786
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC268	2.90722639641194
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC271	1.07911448436994
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC274	1.10755853011039
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC275	0.664787741166914
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC276	0.353740173184318
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC277	-0.0501682970166848
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC3	0.540930690138884
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC501	0.612226876565098
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC511	0.188443483846751
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC513	0.879572917796287
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC514	0.776566307264893
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC515	-0.0968587179607809
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC523	-1
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC526	-0.358552324761931
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC527	1.52744065848977
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC528	-0.0603186715976498
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	NIC529	1.33106097074925
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	PB306	0.927340059735407
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	PS2025	1.11054341013165
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	PX179	0.197250398518536
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QG2075	0.92957797189245
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QG556	0.607843113002986
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QW947	0.354055365854475
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QX1212	0.729945117443092
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QX1233	1.21007590839402
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QX1791	-1
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QX1792	1.79423609610913
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QX1793	0.287657735717723
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	QX1794	1.7961330998371
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	RC301	1.16998910612532
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	WN2050	-0.0301167131184297
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	XZ1513	0.66336274468895
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	XZ1515	1.57730321924276
Y105C5A.25	WBGene00013644	Y105C5A.25	pseudogenic_transcript	XZ1516	-0.645939023144179
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	AB1	2.35680480444889
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	BRC20067	2.84706192248585
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	BRC20263	2.57438394053463
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CB4852	3.52364482151497
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CB4855	2.51873919636005
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CB4856	3.33810364466895
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CB4857	3.81605203412613
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CB4858	2.95427898581314
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11254	3.27256080794327
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11262	2.646170349525
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11264	3.83111915312564
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11271	3.85744534882741
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11276	3.4126246368251
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11285	3.53481800983649
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11292	3.09982304213311
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11307	3.71584700294391
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11314	2.46465407177067
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	CX11315	3.45412287921772
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	DL200	3.72295892727641
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	DL226	3.19002803614043
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	DL238	2.81742028608772
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA189	3.98844776187219
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA348	2.43248608899136
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA349	3.72097855114926
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA363	2.37385702478909
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA372	2.75716473224381
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA592	2.29746513974034
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA594	2.2362713082029
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA703	4.74947834617776
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA705	3.00920519912153
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA710	3.52471349858429
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA738	3.25624906358163
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA743	2.79513154290111
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA745	4.51625048371643
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA777	5.24907732011207
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA812	3.28310407086422
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ECA923	2.39690279760522
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3005	2.99020279511956
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3012	3.98858864645968
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3017	2.67736759321555
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3040	3.21389642307745
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3048	2.54208295324055
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3049	2.76888253445832
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3052	4.57592797286575
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3073	3.4741167694831
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	ED3077	2.91454344934411
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	EG4347	3.25631570393335
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	EG4724	3.42972687196787
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	EG4946	3.33280073386054
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	GXW1	3.15473177507808
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JT11398	3.57243632806593
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1088	3.29309259079889
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1172	2.88811470981678
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1200	2.83606570544409
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1212	2.61117942359691
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1213	3.58829885931083
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1242	4.42658590823999
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1246	3.0408443909692
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1395	2.92454904450233
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1409	3.66385649143757
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1440	2.75684364935502
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1491	4.00939297558239
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1530	4.2940373779249
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1543	2.51794336003269
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1568	3.96694796745094
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1581	3.38118321583851
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1586	3.50678192143505
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1652	3.75687163085225
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1666	3.78830875824089
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1792	4.88343882154292
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1793	4.05546234629489
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1808	4.1632094758002
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1896	1.83667914682572
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU1934	2.86633879727884
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU2001	2.99960341713706
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU2007	2.95121175425102
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU2016	2.56438992696022
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU2017	2.49941548436598
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU2106	1.61369559797259
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU2131	4.5240816149165
Y59H11AR.6	WBGene00077437	Y59H11AR.6	pseudogenic_transcript	JU2141	3.9744833002163
